test_case,request_num,latency_ms
real1,16,91.61210060119629
real1,17,84.71226692199707
real1,18,87.42380142211914
real1,19,170.0587272644043
real1,20,89.34903144836426
real1,21,88.11187744140625
real1,22,88.75918388366699
real1,23,96.51827812194824
real1,24,164.50786590576172
real1,25,95.80397605895996
real1,26,103.8668155670166
real1,27,94.41876411437988
real1,28,92.5590991973877
real1,29,182.20877647399902
real1,30,107.53417015075684
real1,31,90.12103080749512
real1,32,93.84393692016602
real1,33,186.5992546081543
real1,34,98.57010841369629
real1,35,101.70698165893555
real1,36,102.68402099609375
real1,37,101.14312171936035
real1,38,166.59283638000488
real1,39,88.01984786987305
real1,40,83.02617073059082
real1,41,97.1231460571289
real1,42,94.36988830566406
real1,43,166.27788543701172
real1,44,88.46068382263184
real1,45,97.35798835754395
real1,46,97.47195243835449
real1,47,191.1311149597168
real1,48,90.21520614624023
real1,49,99.90191459655762
real1,50,95.36981582641602
real1,51,103.88302803039551
real1,52,179.04400825500488
real1,53,99.47824478149414
real1,54,101.74107551574707
real1,55,101.59778594970703
real1,56,178.1139373779297
real1,57,107.6960563659668
real1,58,97.07093238830566
real1,59,105.28182983398438
real1,60,96.28701210021973
real1,61,162.8098487854004
real1,62,107.93495178222656
real1,63,92.5741195678711
real1,64,93.51611137390137
real1,65,185.32609939575195
real1,66,94.42615509033203
real1,67,98.56081008911133
real1,68,104.4609546661377
real1,69,95.40104866027832
real1,70,177.22797393798828
real1,71,96.8770980834961
real1,72,100.16894340515137
real1,73,90.47102928161621
real1,74,93.53494644165039
real1,75,182.19995498657227
real1,76,107.00297355651855
real1,77,88.59872817993164
real1,78,84.00797843933105
real1,79,159.14201736450195
real1,80,101.28998756408691
real1,81,95.07632255554199
real1,82,88.74893188476562
real1,83,89.45775032043457
real1,84,148.881196975708
real1,85,97.20802307128906
real1,86,91.52889251708984
real1,87,90.3940200805664
real1,88,107.74707794189453
real1,89,185.55283546447754
real1,90,102.47087478637695
real1,91,102.55599021911621
real1,92,94.0248966217041
real1,93,178.30395698547363
real1,94,108.22892189025879
real1,95,89.61892127990723
real1,96,92.70477294921875
real1,97,98.61397743225098
real1,98,179.74495887756348
real1,99,87.2189998626709
real1,100,91.54105186462402
real2,1,93.78170967102051
real2,2,88.12093734741211
real2,3,166.81599617004395
real2,4,99.34520721435547
real2,5,94.21992301940918
real2,6,97.99981117248535
real2,7,184.60893630981445
real2,8,103.78599166870117
real2,9,90.01708030700684
real2,10,94.75493431091309
real2,11,89.32900428771973
real2,12,106.9948673248291
real2,13,99.89380836486816
real2,14,91.71104431152344
real2,15,90.62504768371582
real2,16,93.95623207092285
real2,17,94.18797492980957
real2,18,91.43996238708496
real2,19,92.98586845397949
real2,20,97.58210182189941
real2,21,92.55504608154297
real2,22,94.46883201599121
real2,23,92.6969051361084
real2,24,95.82805633544922
real2,25,85.5867862701416
real2,26,90.20709991455078
real2,27,92.32687950134277
real2,28,89.04385566711426
real2,29,91.23587608337402
real2,30,102.13088989257812
real2,31,93.62101554870605
real2,32,96.79126739501953
real2,33,101.78017616271973
real2,34,96.76384925842285
real2,35,83.91284942626953
real2,36,96.54521942138672
real2,37,94.08807754516602
real2,38,88.01579475402832
real2,39,95.5190658569336
real2,40,90.80886840820312
real2,41,91.62402153015137
real2,42,93.36209297180176
real2,43,92.47374534606934
real2,44,83.32395553588867
real2,45,92.99588203430176
real2,46,95.44706344604492
real2,47,90.44814109802246
real2,48,92.54813194274902
real2,49,91.43495559692383
real2,50,88.26684951782227
real2,51,86.57503128051758
real2,52,94.5138931274414
real2,53,93.49799156188965
real2,54,96.98891639709473
real2,55,89.02716636657715
real2,56,84.20896530151367
real2,57,98.97303581237793
real2,58,93.02401542663574
real2,59,88.69314193725586
real2,60,97.80502319335938
real2,61,77.09002494812012
real2,62,85.26277542114258
real2,63,94.11478042602539
real2,64,99.04909133911133
real2,65,86.89403533935547
real2,66,90.66987037658691
real2,67,88.7148380279541
real2,68,91.25018119812012
real2,69,100.2349853515625
real2,70,98.07205200195312
real2,71,94.00296211242676
real2,72,90.81220626831055
real2,73,88.51814270019531
real2,74,86.47489547729492
real2,75,89.64371681213379
real2,76,89.00094032287598
real2,77,91.8111801147461
real2,78,103.54018211364746
real2,79,96.32515907287598
real2,80,100.98719596862793
real2,81,94.635009765625
real2,82,85.9520435333252
real2,83,101.93991661071777
real2,84,93.3678150177002
real2,85,86.1670970916748
real2,86,89.97297286987305
real2,87,91.61686897277832
real2,88,97.63097763061523
real2,89,93.95122528076172
real2,90,91.01414680480957
real2,91,97.32770919799805
real2,92,88.87290954589844
real2,93,89.63990211486816
real2,94,93.7962532043457
real2,95,87.84317970275879
real2,96,98.37102890014648
real2,97,97.78094291687012
real2,98,98.03223609924316
real2,99,100.37422180175781
real2,100,95.62516212463379
